SEZIONE,PARTITO DELLE BUONE MANIERE,MPL MOVIMENTO POLITICO LIBERTAS,"IL POPOLO DELLA FAMIGLIA ""NO GENDER NELLE SCUOLE""",DEMOS DEMOCRAZIA SOLIDALE,LISTA CIVICA GUALTIERI SINDACO,PARTITO SOCIALISTA ITALIANO PSI,ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SINISTRA CIVICA ECOLOGISTA,EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PD PARTITO DEMOCRATICO,CALENDA SINDACO,PARTITO COMUNISTA MARCO RIZZO,POTERE AL POPOLO,FIGLI D'ITALIA BAMBINI NEL MONDO CARLO PRIOLO SINDACO,MOVIMENTO STORICO ROMANO LISTA NERONE,REVOLUZIONE CIVICA,RICONQUISTARE L'ITALIA,GIORGIA MELONI FRATELLI D'ITALIA,RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LISTA CIVICA MICHETTI SINDACO,LEGA SALVINI PREMIER,FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE DI,PARTITO LIBERALE EUROPEO ROMA CON MICHETTI,ITALIA DEI VALORI,VERITA' 3V LIBERTA',CULTURA E INNOVAZIONE ROMA ECOLOGISTA VIRGINIA RAGGI SINDACA,"SPORTIVI PER ROMA ""VIRGINIA RAGGI SINDACA""","MOVIMENTO CINQUE STELLE ""2050""","ROMA DECIDE ""VIRGINIA RAGGI SINDACA""","LISTA CIVICA ""VIRGINIA RAGGI""","CON LE DONNE PER ROMA ""VIRGINIA RAGGI SINDACA""",PARTITO COMUNISTA DEI LAVORATORI,PCI,PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,PROGETTO CIVICO ATTIVA ROMA,MOVIMENTO IDEA SOCIALE M.I.S.,ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,TOTALE,AFFLUENZA
2150,0,1,0,4,23,2,5,5,1,33,194,0,1,0,0,0,1,56,6,12,35,28,1,1,3,0,1,17,0,5,1,0,0,0,1,1,0,439,0.7378151260504202
2151,0,0,0,1,22,0,16,6,5,43,180,0,1,0,0,0,0,75,9,16,23,21,4,0,3,1,0,11,0,15,2,0,0,0,0,0,2,458,0.5123042505592841
2152,1,0,0,3,19,0,13,2,3,47,214,0,2,0,0,2,0,69,7,8,26,23,3,1,0,0,1,12,0,4,1,0,0,2,0,0,3,466,0.5839598997493735
2153,0,0,0,7,29,3,11,3,3,42,228,0,0,1,0,0,2,60,6,8,25,34,2,2,3,1,3,16,0,5,0,0,0,0,2,0,1,498,0.5582959641255605
2154,0,3,0,2,6,0,3,7,2,56,201,0,0,0,0,0,0,91,6,10,29,31,0,0,0,1,1,4,0,4,1,0,0,0,0,0,0,462,0.6285714285714286
2155,1,1,1,3,33,1,7,1,3,71,165,1,0,0,1,0,2,70,7,7,31,29,1,0,1,2,0,20,0,5,1,0,1,0,0,0,1,469,0.5833333333333334
2156,0,0,0,5,19,0,11,1,0,44,0,0,0,0,0,0,0,71,2,8,13,23,0,0,0,0,3,9,0,6,0,0,0,0,1,0,0,216,0.30857142857142855
2157,0,0,2,7,29,0,8,11,6,51,252,0,2,0,0,0,0,56,14,8,24,26,1,0,1,4,1,18,1,5,1,0,2,1,0,0,2,534,0.6252927400468384
2158,0,0,0,4,27,1,11,12,2,57,207,1,1,0,0,0,0,46,3,18,20,18,0,0,2,0,1,10,0,9,1,0,0,4,0,0,0,459,0.5992167101827677
2159,0,0,0,0,29,1,12,5,2,45,272,0,4,0,0,0,1,60,4,21,32,7,0,0,0,1,0,8,0,6,3,0,0,0,0,0,1,517,0.6251511487303507
2160,0,0,0,5,27,0,4,4,3,64,199,0,1,0,0,1,0,98,10,16,22,23,0,0,1,2,0,12,0,0,0,0,2,1,0,0,0,495,0.5339805825242718
2161,0,0,0,0,23,1,1,18,0,44,241,1,1,0,1,0,0,66,10,9,22,25,0,0,0,0,1,15,1,1,0,0,0,1,0,0,2,486,0.5225806451612903
2162,0,0,0,2,36,1,7,3,2,51,253,0,2,0,0,0,0,83,9,14,37,35,0,0,0,3,2,11,0,5,2,1,1,1,0,1,0,563,0.5574257425742575
2163,0,0,1,3,28,4,4,1,5,66,229,0,0,0,0,0,1,61,11,9,23,38,0,0,1,0,0,6,0,3,0,0,0,0,0,0,1,495,0.5398037077426391
2164,0,0,0,6,24,0,5,7,4,58,282,0,0,0,1,0,0,75,6,10,19,22,1,0,0,2,1,24,0,5,0,0,1,0,0,0,0,554,0.5452755905511811
2165,0,0,0,3,32,0,9,9,2,53,212,1,0,0,0,0,0,81,4,11,8,23,2,0,2,3,2,13,0,8,0,0,0,0,0,0,0,478,0.5676959619952494
2166,0,0,0,4,30,0,13,7,2,47,265,1,1,0,0,4,1,95,3,8,30,19,1,0,2,1,1,18,0,5,0,0,1,0,2,1,0,562,0.6043010752688172
2167,0,0,0,2,21,2,0,9,1,54,235,1,1,0,0,0,1,78,15,0,21,42,4,1,0,3,1,9,0,3,1,0,0,0,0,0,1,507,0.5416666666666666
2168,0,0,2,2,29,3,7,3,2,54,259,0,4,0,0,0,0,85,8,7,19,28,1,1,3,2,5,11,0,4,1,0,0,0,0,0,1,542,0.5669456066945606
2169,0,0,0,1,22,8,3,10,2,52,264,0,0,0,0,0,0,102,10,22,36,47,2,1,1,1,1,9,0,0,0,0,0,2,0,1,1,599,0.5743048897411314
2170,0,0,0,2,26,1,7,6,3,51,222,0,1,0,0,0,0,49,6,7,22,28,1,0,1,0,2,8,0,5,0,0,0,0,0,0,0,453,0.592156862745098
2171,0,1,0,4,23,2,5,5,1,33,194,0,1,0,0,0,1,56,6,12,35,28,1,1,3,0,1,17,0,5,1,0,0,0,1,1,0,439,0.5776315789473684
2172,0,0,0,4,35,0,8,12,2,87,261,0,2,1,2,0,1,66,11,10,24,23,4,6,2,0,0,12,0,3,0,0,0,1,0,1,0,581,0.5898477157360406
2173,0,1,1,4,40,0,12,6,6,72,197,1,1,0,1,0,0,50,10,9,11,19,0,0,2,1,1,12,0,9,0,0,1,0,0,0,2,469,0.5466200466200466
2174,1,1,0,4,29,2,13,7,3,72,210,2,2,0,19,1,2,75,4,15,21,28,0,0,7,5,0,18,0,12,1,0,0,1,0,0,2,557,0.5863157894736842
2175,0,0,0,2,20,0,14,14,3,60,117,0,5,0,0,2,0,64,10,10,13,10,0,0,1,4,2,6,0,10,0,0,1,1,0,0,3,372,0.5696784073506891
2176,0,0,1,4,24,2,4,6,2,85,153,0,1,0,0,0,0,76,2,11,19,14,1,0,2,1,2,19,1,10,1,0,1,0,0,0,1,443,0.5572327044025157
2177,0,1,0,3,37,1,20,7,4,96,169,0,4,0,0,0,0,52,3,13,23,20,1,0,4,3,1,17,0,12,1,0,0,3,1,0,3,501,0.5873388042203986
2178,0,0,0,4,30,2,16,11,7,90,183,1,2,0,1,1,1,49,7,10,10,10,0,0,7,3,0,22,0,17,1,0,0,0,1,1,7,494,0.5958986731001207
2179,0,0,0,5,35,0,9,4,1,71,127,1,2,0,0,0,0,39,4,5,12,15,0,0,0,1,0,26,1,9,0,0,1,2,1,0,1,372,0.533715925394548
2180,0,0,0,1,30,1,12,6,7,65,157,0,4,0,1,0,0,64,4,6,15,16,1,0,5,2,0,16,0,4,0,0,0,1,0,0,1,420,0.5419354838709678
2181,0,0,0,2,19,1,20,10,6,77,27,1,4,0,0,0,0,55,5,7,13,13,0,1,0,0,1,17,0,18,2,0,0,1,0,0,1,303,0.38257575757575757
2182,1,0,0,5,34,0,17,5,3,62,130,0,1,0,0,0,1,54,6,11,15,11,0,0,0,5,2,20,0,16,0,1,0,1,0,0,0,401,0.5297225891677675
2183,0,0,0,6,26,0,9,10,5,90,95,3,0,0,0,1,2,56,1,3,22,15,0,2,0,5,3,23,1,10,1,0,0,0,0,0,1,393,0.48759305210918114
2184,1,0,1,6,30,2,12,13,3,92,10,0,0,0,0,0,0,64,11,18,16,15,1,2,1,7,2,25,0,5,0,0,1,1,0,0,2,341,0.40936374549819926
2185,0,0,0,3,13,1,5,8,6,66,56,2,2,0,0,4,0,70,7,17,34,15,0,1,1,5,4,68,4,21,4,0,1,3,1,0,1,424,0.4732142857142857
2186,0,1,3,8,35,2,15,9,2,110,148,1,3,0,0,1,0,72,7,6,25,10,3,1,0,1,4,20,0,8,1,0,2,0,0,1,1,500,0.5662514156285391
2187,0,0,0,4,29,1,9,11,6,102,133,1,1,0,0,1,2,63,5,12,11,11,0,0,2,0,1,27,1,8,1,0,0,0,0,2,0,444,0.5235849056603774
2188,0,0,4,4,2,0,3,5,5,61,36,0,0,0,0,3,2,75,7,16,42,22,1,0,4,5,5,56,0,19,1,0,0,3,1,1,1,384,0.445993031358885
2189,1,0,0,6,37,1,4,10,7,90,129,5,3,0,0,0,0,85,7,9,23,21,1,0,1,5,1,22,0,8,1,0,1,3,0,0,1,482,0.5765550239234449
2190,0,0,0,5,29,0,8,13,7,91,142,2,0,0,0,1,0,88,8,8,12,11,1,1,8,4,2,27,1,11,1,0,1,0,0,1,1,484,0.5634458672875436
2191,0,0,0,9,30,0,9,13,5,130,100,1,2,0,0,1,0,82,12,10,14,12,0,1,1,3,1,23,1,18,0,0,0,0,0,0,5,483,0.5457627118644067
2192,0,0,0,10,29,2,9,7,1,75,125,0,7,0,0,0,0,46,2,8,15,8,0,0,0,2,0,16,0,9,2,0,0,1,0,0,1,375,0.5474452554744526
2193,0,0,0,10,19,1,6,10,4,65,160,2,2,0,0,0,0,46,3,5,18,17,0,0,1,5,0,18,1,8,0,1,1,1,0,0,2,406,0.5944363103953147
2194,1,1,0,12,16,7,12,8,2,69,103,0,3,0,1,0,0,54,6,5,17,13,1,1,3,1,3,6,0,4,2,0,1,0,0,0,1,353,0.5711974110032363
2195,0,0,1,13,36,1,9,13,6,74,143,0,0,0,0,0,0,37,5,6,15,12,0,0,3,3,0,12,0,5,1,0,0,0,0,0,1,396,0.5832106038291606
2196,0,0,1,3,35,3,10,10,4,101,110,0,2,0,0,1,0,63,7,10,15,15,1,0,1,4,2,15,1,11,0,0,0,0,0,0,0,425,0.6028368794326241
2197,0,0,1,8,38,2,13,12,4,64,115,3,1,0,0,0,1,43,3,10,23,7,0,0,1,1,0,21,3,6,0,0,1,0,1,1,1,386,0.5635036496350365
2198,0,0,0,10,15,1,3,16,2,63,113,0,2,0,0,0,0,39,4,5,14,14,0,0,1,1,1,9,0,4,0,0,1,0,0,0,1,320,0.562390158172232
2199,0,0,0,3,36,3,13,7,4,76,122,0,0,0,0,0,0,47,7,9,26,7,0,4,2,0,2,20,0,12,0,0,1,1,0,1,2,406,0.5858585858585859
2200,0,0,0,5,35,0,22,14,0,81,147,2,2,0,0,0,0,42,4,6,6,5,1,0,2,2,1,11,1,4,3,0,1,0,0,0,2,399,0.5955223880597015
2201,0,0,0,6,22,4,3,6,1,65,98,2,2,0,0,0,0,34,5,7,16,19,2,0,3,2,0,8,0,5,0,1,0,0,0,0,0,311,0.5362068965517242
2202,0,0,0,3,32,2,9,6,1,72,161,2,4,0,0,1,0,55,4,12,11,17,0,0,4,2,0,12,0,7,0,0,0,0,0,0,0,418,0.6333333333333333
2203,0,0,0,4,28,1,24,8,1,61,217,0,2,0,0,0,0,44,4,5,15,17,0,0,3,2,1,15,0,8,0,0,0,1,0,1,1,463,0.697289156626506
2204,0,0,0,7,31,0,12,7,4,67,156,3,2,0,0,0,0,42,10,10,8,12,1,0,2,2,0,9,0,1,0,0,0,0,0,0,3,390,0.6065318818040435
2205,0,0,0,6,35,0,8,6,3,60,169,1,1,0,0,1,1,60,6,7,13,13,4,0,3,3,2,15,0,12,2,0,0,0,0,0,0,432,0.6687306501547987
2206,0,0,4,3,32,1,12,3,4,90,149,1,1,0,0,0,0,55,2,1,10,12,0,0,4,2,1,16,0,6,0,0,0,2,1,1,0,415,0.6414219474497682
2207,1,0,0,2,43,1,10,13,5,85,120,3,2,0,0,0,0,49,7,8,12,21,1,1,2,4,0,29,2,7,1,0,0,0,0,0,0,431,0.5693527080581242
2208,3,1,0,5,31,1,21,8,5,79,160,1,0,0,0,0,0,61,5,1,20,15,1,0,0,1,1,18,0,11,2,0,2,0,0,0,3,456,0.6204081632653061
2209,0,0,0,2,34,2,10,6,3,57,126,2,3,0,0,0,0,58,5,4,15,18,0,2,1,4,1,20,0,6,0,0,3,0,0,1,1,384,0.5647058823529412
2210,0,0,0,9,30,0,9,9,2,71,77,0,1,0,0,0,1,44,1,6,9,10,0,0,3,3,1,19,0,6,0,0,2,0,0,2,0,315,0.5516637478108581
2211,0,0,0,0,19,0,4,10,0,44,76,1,0,0,0,1,0,22,4,5,4,8,0,0,1,1,2,12,0,6,1,0,0,0,0,0,3,224,0.4426877470355731
2212,0,0,0,2,12,1,6,7,3,32,113,1,1,0,0,0,0,57,4,15,10,16,0,0,0,0,0,4,0,5,1,0,1,1,0,0,0,295,0.544280442804428
2213,0,0,1,2,22,0,4,7,0,58,80,0,3,0,0,0,0,31,5,3,8,5,0,3,0,1,2,21,0,5,0,1,1,0,5,0,2,270,0.44776119402985076
2214,0,0,0,1,16,0,2,1,2,36,111,0,0,0,0,0,0,45,4,10,14,11,0,1,1,0,3,18,0,9,0,0,0,0,0,0,0,288,0.42415316642120765
2215,0,0,0,2,12,0,10,4,2,45,146,0,0,0,0,1,0,52,5,7,12,12,2,1,2,2,1,10,0,4,0,0,1,0,2,1,1,337,0.511380880121396
2216,0,0,0,2,18,0,3,2,1,44,179,0,0,0,0,0,0,58,5,4,25,6,3,0,1,1,3,9,1,10,1,0,0,0,0,0,2,378,0.543884892086331
2217,0,0,0,2,26,0,4,5,3,43,162,0,0,0,0,0,0,54,6,6,19,17,0,1,1,1,0,9,0,7,0,0,0,0,0,0,0,366,0.5791139240506329
2218,0,0,1,9,25,1,10,15,3,58,163,0,1,0,0,0,0,53,2,1,16,13,2,0,1,3,2,15,0,8,0,0,1,0,0,0,0,403,0.5566298342541437
2219,0,0,0,1,22,0,6,13,1,43,202,1,1,0,0,0,2,75,5,12,30,13,1,0,0,4,2,13,0,3,0,0,0,0,0,1,0,451,0.5880052151238592
2220,1,0,1,3,22,0,6,0,0,37,78,3,0,0,0,0,0,66,8,13,20,5,0,1,2,2,6,22,0,15,1,0,2,1,0,1,1,317,0.47242921013412814
2221,0,0,0,0,24,0,5,1,2,44,87,3,1,0,0,1,1,49,3,6,20,10,2,0,5,3,1,18,1,8,3,0,1,1,0,1,2,304,0.4578313253012048
2222,0,0,0,1,24,0,6,3,2,39,109,0,2,0,0,1,1,42,3,10,13,14,2,0,0,3,1,15,0,6,3,0,0,0,0,0,0,301,0.5198618307426598
2223,0,0,0,4,18,0,7,5,1,49,100,1,4,0,0,0,2,42,1,5,15,7,3,0,3,1,5,19,0,8,1,0,2,1,0,0,1,305,0.5143338954468802
2224,0,0,1,0,11,0,4,2,1,40,163,0,0,0,0,0,0,69,6,7,15,17,0,0,3,0,0,6,0,3,0,0,0,0,0,0,1,350,0.5494505494505495
2225,0,0,2,3,14,0,4,4,2,38,90,0,0,0,0,0,0,53,3,5,19,14,0,0,0,2,2,20,0,6,0,0,3,2,0,1,0,287,0.4335347432024169
2226,0,0,1,4,25,0,4,2,4,55,175,0,0,0,0,0,0,95,15,26,20,29,3,0,3,2,1,12,0,5,1,0,1,0,0,0,1,486,0.5448430493273543
2227,0,0,5,0,26,1,4,1,1,58,212,0,0,0,0,0,1,80,9,14,29,21,0,0,1,1,3,16,1,14,0,0,1,2,0,1,0,504,0.5581395348837209
2228,0,0,6,1,19,0,5,1,6,48,181,1,0,0,0,0,3,93,14,14,33,15,1,0,1,3,0,13,0,5,5,1,1,1,0,1,0,472,0.48760330578512395
2229,0,1,3,7,14,1,5,2,1,75,176,0,2,0,0,0,1,79,7,15,30,30,1,0,2,0,0,10,2,5,1,0,0,1,0,0,2,475,0.5771567436208992
2230,0,2,2,3,14,1,1,3,2,32,157,0,0,0,0,0,0,76,7,11,32,38,1,1,2,1,3,6,6,6,0,0,0,0,0,0,1,409,0.5712290502793296
2231,2,0,1,4,25,0,5,4,2,53,97,1,1,0,0,0,0,55,1,5,10,18,1,0,2,1,1,6,0,9,1,0,0,1,0,0,0,307,0.5433628318584071
2232,0,1,3,3,22,2,6,3,2,25,149,1,0,0,0,0,1,90,9,10,34,29,3,0,1,3,0,14,0,7,1,0,0,1,0,0,0,420,0.611353711790393
2233,0,0,2,3,22,1,6,3,1,49,156,0,0,0,0,1,0,76,7,9,27,22,1,0,2,1,8,2,0,7,1,0,0,0,0,0,1,408,0.6098654708520179
2234,0,0,1,1,23,1,9,2,1,50,147,1,1,0,0,0,0,103,3,6,16,13,2,1,0,2,5,15,0,4,1,0,0,0,0,0,1,410,0.553306342780027
2235,0,0,0,3,25,0,6,5,2,63,177,0,0,0,0,0,0,75,4,8,21,20,0,0,0,2,1,9,0,5,2,1,0,0,0,1,1,432,0.6127659574468085
2236,0,0,0,7,21,0,6,8,4,92,88,2,1,0,0,2,1,135,9,7,32,22,0,2,3,12,6,96,0,24,4,0,1,0,0,2,0,588,0.5675675675675675
2237,0,0,0,1,26,1,6,2,1,69,116,0,4,0,0,0,0,68,9,13,37,28,0,1,1,6,1,17,0,6,1,0,0,0,0,1,2,418,0.576551724137931
2238,0,0,0,2,20,0,2,4,1,39,102,0,0,0,0,0,0,65,7,12,23,12,3,0,1,1,2,12,1,10,0,1,1,0,0,1,0,322,0.5244299674267101
2239,0,0,0,6,17,0,8,8,0,57,247,0,0,0,0,1,0,80,11,11,20,24,1,1,2,0,0,14,7,0,0,0,0,0,0,0,1,516,0.6224366706875754
2240,0,1,0,1,27,2,8,6,6,74,214,0,3,0,0,0,0,87,12,13,31,12,2,0,0,0,6,14,0,10,0,0,0,0,0,4,0,537,0.5966666666666667
2241,0,1,1,6,12,1,10,8,1,44,174,2,0,0,0,0,0,92,7,10,44,33,2,2,0,3,1,15,0,10,1,0,0,2,0,0,0,483,0.5715976331360947
2242,0,0,0,1,23,0,8,6,3,69,179,1,2,0,1,1,1,68,8,11,35,14,2,1,4,0,0,9,1,13,5,0,0,0,0,0,0,466,0.5788819875776398
2243,0,0,0,3,19,0,4,3,1,65,29,1,0,0,0,1,0,75,5,9,38,17,0,0,2,2,1,19,0,7,0,0,0,1,0,1,0,303,0.37875
2244,0,0,0,1,28,0,9,6,1,53,248,0,0,0,1,0,0,101,6,19,41,19,3,0,1,5,2,14,1,7,2,0,0,0,0,0,0,568,0.6439909297052154
2245,0,0,0,4,23,1,8,9,3,55,167,1,0,0,0,0,0,88,8,12,26,22,6,0,0,2,0,14,1,6,1,0,2,1,0,0,0,460,0.5151175811870101
2246,0,0,0,0,15,0,6,7,0,41,59,1,3,0,0,1,0,70,4,5,22,15,0,0,1,6,2,46,0,16,1,0,1,0,0,0,2,324,0.4909090909090909
2247,0,0,0,7,6,0,15,10,8,49,41,2,1,0,0,1,0,20,0,0,10,17,0,0,8,3,0,51,0,3,0,0,2,1,0,0,1,256,0.37372262773722625
2248,0,0,1,1,15,1,7,5,2,60,58,2,2,0,0,0,3,57,8,9,18,21,0,0,4,4,3,41,0,18,2,0,1,3,0,0,1,347,0.45418848167539266
2249,0,0,0,5,13,2,2,6,3,40,49,2,0,0,0,0,2,66,2,9,11,21,1,0,3,1,4,50,0,8,1,2,2,0,1,0,1,307,0.49356913183279744
2250,0,1,0,1,11,1,9,4,2,56,47,2,0,0,0,1,0,45,8,7,17,9,0,1,3,2,3,33,0,11,1,2,2,0,0,3,2,285,0.45454545454545453
2251,0,0,0,1,12,1,6,4,2,51,35,3,0,0,0,2,0,41,4,9,8,14,0,1,8,2,2,13,0,4,0,1,2,0,0,1,4,231,0.4110320284697509
2252,0,0,0,7,20,2,7,1,3,61,39,1,0,0,0,1,0,49,2,13,12,6,1,0,3,3,1,32,2,13,1,0,1,2,0,0,0,283,0.48211243611584326
2253,0,0,1,1,31,0,4,7,4,67,68,0,5,0,0,2,0,57,4,4,12,14,0,1,2,3,4,49,0,18,3,0,0,0,0,0,1,362,0.47506561679790027
2254,0,0,0,1,11,1,1,8,4,66,45,2,1,0,0,1,2,52,3,13,19,16,0,0,5,4,0,35,1,9,2,1,0,2,0,0,0,305,0.49114331723027377
2255,0,1,0,10,12,5,6,4,2,72,63,1,2,0,1,1,0,51,11,4,16,12,0,1,1,4,4,38,26,1,0,2,0,1,0,0,0,353,0.4909596662030598
2256,0,0,0,3,24,0,7,3,6,44,67,3,0,0,1,2,2,72,6,6,25,22,0,3,3,9,4,37,0,1,2,0,1,2,0,2,1,358,0.4328899637243047
2257,0,0,3,1,22,6,9,11,5,68,50,0,7,0,0,3,0,92,6,16,47,22,3,0,3,8,3,93,5,24,2,0,1,4,0,2,4,520,0.483271375464684
2258,0,0,1,2,12,0,5,7,4,69,66,2,8,1,0,0,1,52,10,11,8,11,2,0,3,6,51,19,2,2,3,0,1,2,0,0,2,363,0.4689922480620155
2259,0,0,0,1,22,1,10,3,3,62,56,3,1,0,0,4,1,77,3,9,23,8,0,1,5,2,1,33,1,13,2,0,2,1,0,1,0,349,0.4497422680412371
2260,0,0,0,3,15,0,6,5,3,44,89,1,2,0,0,0,0,67,9,6,13,7,0,0,4,2,2,36,0,19,2,0,2,1,0,0,0,338,0.5577557755775577
2261,0,0,0,4,16,0,8,9,4,40,54,0,1,0,4,0,0,51,2,13,17,25,0,0,3,2,2,18,4,10,0,0,1,1,0,0,1,290,0.45741324921135645
2262,0,0,1,7,17,0,8,7,2,52,55,1,5,0,0,0,2,62,9,5,26,20,0,0,1,4,2,39,1,27,2,0,2,1,1,0,1,361,0.5712025316455697
2263,0,0,1,2,21,0,9,3,2,60,65,3,4,0,0,0,0,94,4,3,26,10,0,0,3,5,5,40,0,26,0,0,1,3,0,0,3,393,0.5368852459016393
2264,0,0,2,0,18,0,7,10,3,42,66,1,2,0,0,0,0,42,8,5,13,8,0,0,2,0,0,29,0,17,1,0,0,0,0,1,2,279,0.47048903878583476
2265,0,0,1,3,15,0,5,6,8,68,66,4,7,0,0,2,0,47,7,12,21,16,0,1,1,3,2,49,0,23,0,0,3,0,0,1,1,372,0.5
2266,0,0,0,4,12,0,5,14,1,46,49,1,3,0,0,0,0,74,3,7,24,11,0,0,6,3,5,38,1,12,3,1,0,0,0,0,0,323,0.5039001560062403
2267,2,0,0,5,18,0,4,2,3,45,42,1,4,0,0,0,1,64,3,9,21,13,0,0,2,3,1,34,0,11,2,0,4,3,0,0,2,299,0.4917763157894737
2268,0,0,0,2,14,0,4,7,2,33,49,1,1,0,0,0,1,42,12,5,24,7,0,3,3,3,3,32,0,8,1,0,0,2,1,0,1,263,0.47048300536672627
2269,0,0,0,3,8,0,13,6,4,31,65,1,0,0,0,9,0,69,2,8,36,15,0,0,2,3,3,31,0,17,1,0,0,3,0,0,1,331,0.5498338870431894
2270,0,0,0,2,16,1,4,2,5,29,57,3,0,0,0,0,3,65,1,12,39,16,0,0,3,1,1,20,0,9,1,0,0,0,0,1,0,291,0.49322033898305084
2271,0,0,0,5,24,1,12,2,4,71,80,1,0,0,0,0,0,59,7,11,21,11,0,0,3,3,1,39,0,19,5,0,4,0,0,0,0,383,0.5494978479196556
2272,0,0,0,4,25,0,7,4,7,70,56,0,1,1,0,0,0,65,8,14,37,10,0,1,1,5,2,38,1,23,3,0,0,2,0,0,1,386,0.6967509025270758
2273,0,0,0,1,16,1,5,1,2,57,84,3,2,0,0,1,0,64,4,12,20,11,1,0,1,4,2,26,2,14,2,0,2,0,0,0,1,339,0.5485436893203883
2274,0,0,1,6,23,0,8,3,1,70,91,1,0,0,0,0,0,60,3,6,8,13,3,0,2,1,0,27,2,10,3,0,1,0,0,1,1,346,0.5589660743134087
2275,1,0,3,4,24,0,26,7,3,63,76,1,4,0,0,0,0,130,9,13,36,21,1,0,8,4,2,69,0,42,4,0,1,4,0,0,2,558,0.998211091234347
2276,0,1,0,1,15,0,0,1,3,56,31,0,1,0,0,0,0,82,8,12,21,15,1,0,0,4,3,44,0,18,3,0,0,1,0,0,2,323,0.5235008103727715
2277,0,0,0,4,30,0,3,2,6,74,65,3,3,0,1,1,1,75,7,7,43,16,0,0,1,3,4,39,0,22,4,0,2,2,0,0,1,419,0.7716390423572744
2278,0,0,0,5,6,1,0,2,0,39,9,0,1,0,0,0,0,49,4,6,11,11,0,0,0,4,6,52,0,20,3,0,1,2,0,2,1,235,0.336676217765043
2279,0,0,0,16,14,1,3,6,1,38,24,2,1,1,1,0,0,60,5,5,43,24,0,1,0,1,6,59,0,19,2,0,3,4,0,0,1,341,0.5879310344827586
2280,0,0,0,3,11,0,2,6,1,62,39,0,1,0,0,0,3,77,25,10,25,30,0,1,2,2,2,34,0,16,2,0,1,0,0,0,1,356,0.478494623655914
2281,0,0,0,0,10,1,9,6,4,52,39,3,3,0,0,0,0,34,6,3,15,11,1,2,2,2,3,38,0,17,0,2,0,1,0,0,3,267,0.41203703703703703
2282,0,0,0,7,20,4,13,9,5,53,0,5,5,0,0,4,0,74,7,7,23,10,0,1,4,5,3,64,1,19,5,0,2,1,0,1,9,361,0.5898692810457516
2283,0,0,0,5,9,0,0,3,2,48,32,1,3,0,0,0,0,69,8,4,22,9,0,1,4,2,1,61,0,14,3,0,3,0,1,0,1,306,0.4857142857142857
2284,0,2,1,2,24,1,7,6,5,65,38,1,2,0,1,1,0,75,7,7,30,10,0,2,2,6,2,55,0,26,1,1,1,0,0,1,0,383,0.6938405797101449
2285,0,0,1,1,10,0,3,1,1,39,45,0,0,0,1,0,0,77,11,10,23,12,0,2,4,5,5,66,1,35,1,0,0,0,0,1,0,355,0.5546875
2286,0,0,1,10,10,1,0,2,0,30,25,3,1,0,1,1,3,71,8,11,26,20,3,0,4,3,4,38,0,23,1,0,0,4,1,1,3,310,0.4036458333333333
2287,0,0,0,4,8,2,0,0,0,38,15,3,1,0,1,0,0,49,6,10,31,26,0,0,2,3,4,66,3,10,1,0,5,0,0,0,4,292,0.37823834196891193
2288,0,0,1,3,11,3,2,3,1,35,28,4,2,0,0,1,0,50,6,7,18,13,0,0,5,4,5,44,0,25,5,0,1,0,0,1,0,278,0.33902439024390246
2289,0,0,1,6,22,1,5,4,3,64,59,1,1,0,0,0,1,95,12,7,22,28,1,0,1,3,4,55,0,24,3,2,0,1,1,0,0,427,0.46362649294245384
2290,0,0,0,8,17,1,6,2,3,62,67,0,0,0,1,0,0,86,2,21,12,10,1,0,0,6,0,38,1,18,2,0,0,1,0,2,0,368,0.5364431486880467
2291,0,0,0,4,15,5,4,1,8,63,73,4,1,0,0,0,0,76,6,11,9,12,0,0,2,4,2,37,0,32,1,0,1,2,0,1,0,374,0.5033647375504711
2292,0,0,0,5,17,0,7,6,3,47,76,2,0,0,1,0,0,60,3,8,25,22,2,0,1,2,1,44,1,11,1,0,1,0,0,1,0,347,0.5297709923664122
2293,0,0,0,8,26,0,5,4,4,66,54,2,1,0,0,0,0,51,5,9,21,16,0,0,0,1,1,23,1,10,1,0,0,1,0,0,0,310,0.5016181229773463
2294,0,0,0,4,17,1,3,7,2,56,54,2,1,0,0,0,0,63,7,13,10,7,0,0,0,1,3,58,2,12,0,0,0,0,0,0,1,324,0.5159235668789809
2295,1,1,2,2,21,0,3,6,3,72,81,4,4,0,0,1,2,66,6,11,35,28,3,0,0,7,8,45,8,23,4,0,1,1,0,1,1,451,0.4977924944812362
2296,0,1,0,3,13,0,0,4,3,50,6,0,1,0,1,0,1,41,7,10,16,50,0,0,2,4,3,56,3,21,4,0,5,2,0,0,3,310,0.40207522697795073
2297,0,0,0,1,17,0,5,2,0,45,35,0,0,0,0,0,0,40,7,11,34,24,2,0,0,1,2,36,1,28,1,0,0,0,0,0,0,292,0.42441860465116277
