SEZIONE,ENRICO MICHETTI,ROSARIO TREFILETTI,LUCA TEODORI,VIRGINIA RAGGI,FRANCESCO GRISOLIA,CRISTINA CIRILLO,FABRIZIO MARRAZZO,MARGHERITA CORRADO,GIAN LUCA GISMONDI,PAOLO BERDINI,GIUSEPPE CIRILLO,PAOLO ORONZO MAGLI,FABIOLA CENCIOTTI,ROBERTO GUALTIERI,CARLO CALENDA,MICAELA QUINTAVALLE,ELISABETTA CANITANO,CARLO PRIOLO,SERGIO IACOMONI,MONICA LOZZI,GILBERTO TROMBETTA,ANDREA BERNAUDO,TOTALE,AFFLUENZA
1962,191,0,2,72,0,2,2,0,0,0,0,0,1,56,45,1,0,0,0,0,0,1,373,0.40809628008752735
1963,112,2,4,46,1,2,1,0,0,0,0,2,0,58,21,1,1,0,0,0,0,1,252,0.4077669902912621
1964,22,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,32,0.45714285714285713
1965,225,0,0,122,2,0,0,0,2,0,0,0,4,105,66,2,10,0,0,8,0,0,546,0.45652173913043476
1966,223,1,2,135,0,0,4,1,1,0,0,0,0,107,129,3,8,0,0,4,0,0,618,0.5572587917042381
1967,253,1,8,126,0,0,3,0,0,3,1,0,1,108,80,1,2,0,0,6,1,0,594,0.532258064516129
1968,236,0,6,119,0,1,1,1,1,1,1,0,0,109,111,4,1,0,1,9,0,0,602,0.5844660194174758
1969,168,0,8,129,1,1,1,0,1,1,0,1,1,106,93,2,1,0,0,5,0,0,519,0.5440251572327044
1970,266,1,8,120,2,1,0,0,0,0,0,0,0,134,107,1,3,0,1,2,0,1,647,0.5761353517364203
1971,255,0,7,121,1,3,1,0,1,3,0,0,0,114,89,1,2,0,1,2,2,1,604,0.616956077630235
1972,236,1,6,182,0,1,3,0,0,0,0,0,4,120,73,1,1,0,1,3,0,1,633,0.5039808917197452
1973,195,0,6,155,0,1,1,1,0,1,0,0,0,147,138,2,3,0,0,1,1,0,652,0.6287367405978785
1974,145,1,12,99,0,2,1,0,0,3,0,0,0,115,71,2,0,0,0,1,0,0,452,0.5231481481481481
1975,153,0,6,152,0,4,2,0,1,12,0,0,1,114,97,1,3,0,2,1,1,0,550,0.5483549351944168
1976,152,0,3,91,0,1,1,0,0,6,1,0,0,128,83,1,1,0,0,1,2,1,472,0.5363636363636364
1977,168,0,5,100,0,3,0,0,0,1,0,0,0,104,93,1,1,0,0,0,2,2,480,0.6045340050377834
1978,191,0,2,142,0,0,3,0,0,0,0,0,1,132,147,2,2,0,0,1,0,0,623,0.6350662589194699
1979,217,0,4,209,1,4,1,0,3,4,0,0,0,113,56,2,5,0,1,8,1,1,630,0.5126118795768918
1980,136,2,1,132,0,0,1,0,1,3,0,0,1,90,16,0,3,0,1,0,0,0,387,0.4713763702801462
1981,210,1,2,183,0,2,3,0,2,0,0,0,4,58,59,1,2,0,0,5,4,0,536,0.48114901256732495
1982,211,0,1,160,0,2,3,0,1,0,1,0,1,109,42,2,6,0,1,3,3,1,547,0.45057660626029655
1983,183,1,4,148,1,1,4,0,1,2,0,0,3,105,29,2,3,0,0,1,0,0,488,0.43963963963963965
1984,205,1,3,121,0,2,2,0,0,0,0,0,1,77,50,4,4,0,0,4,0,1,475,0.46071774975751695
1985,125,0,4,212,1,1,0,0,0,5,0,0,0,139,77,1,3,0,0,1,0,0,569,0.5508228460793805
1986,126,1,6,130,0,1,2,0,1,0,0,0,1,82,57,2,10,0,0,3,0,0,422,0.45133689839572194
1987,119,0,3,139,0,3,0,1,0,3,1,0,0,84,33,0,7,0,1,1,3,0,398,0.402834008097166
1988,138,0,3,131,0,4,2,1,0,4,0,0,0,65,49,3,2,0,0,2,1,0,405,0.4612756264236902
1989,191,0,0,132,1,5,1,0,1,2,0,0,0,111,37,7,1,0,0,2,0,0,491,0.48904382470119523
1990,132,0,1,116,0,3,0,0,0,1,1,0,0,135,45,2,5,0,0,1,2,0,444,0.4805194805194805
1991,125,1,3,112,0,3,2,0,1,5,0,0,0,64,40,1,0,0,0,1,1,0,359,0.44596273291925465
1992,114,0,3,126,0,5,0,0,0,0,0,0,0,76,16,1,1,0,0,1,0,0,343,0.4059171597633136
1993,103,0,2,76,0,3,1,0,0,0,0,0,0,62,15,0,3,1,1,0,0,0,267,0.39555555555555555
1994,135,2,0,118,0,3,1,0,0,4,1,0,0,79,31,1,2,0,0,3,1,0,381,0.4425087108013937
1995,133,0,4,149,0,0,2,1,0,1,2,0,0,86,47,5,4,0,0,1,3,0,438,0.46645367412140576
1996,138,1,1,108,0,0,2,0,0,3,0,0,1,111,78,3,4,0,0,1,0,1,452,0.4994475138121547
1997,127,1,5,70,0,0,2,2,0,3,0,1,1,121,107,2,2,0,0,2,0,0,446,0.601078167115903
1998,162,0,1,126,0,3,1,0,0,2,0,1,0,105,45,3,1,0,0,6,0,0,456,0.4202764976958525
1999,235,1,3,148,0,2,2,0,1,0,0,0,0,87,33,2,0,0,0,3,1,0,518,0.44235695986336465
2000,163,0,10,106,0,3,2,0,0,3,0,0,1,162,71,0,2,0,0,6,1,0,530,0.5052430886558628
2001,205,0,3,204,0,3,4,0,0,4,3,0,3,158,94,1,5,0,0,2,0,0,689,0.5520833333333334
2002,161,1,7,143,0,2,0,0,1,0,0,0,1,120,81,1,5,0,0,6,2,0,531,0.5331325301204819
2003,173,4,7,137,0,1,2,0,1,1,0,0,0,83,49,6,1,0,0,3,0,0,468,0.4642857142857143
2004,210,2,9,151,0,5,1,3,0,1,0,0,0,120,51,3,4,0,0,4,0,0,564,0.4688279301745636
2005,155,1,1,162,0,0,4,0,0,2,0,0,1,188,101,2,4,0,0,0,0,0,621,0.5140728476821192
2006,140,0,3,119,1,0,0,0,1,1,0,0,0,98,59,3,2,0,0,0,1,0,428,0.47555555555555556
2007,132,2,0,83,0,0,0,0,0,2,0,0,1,89,31,1,2,0,1,2,0,0,346,0.41737032569360677
2008,186,1,3,137,0,2,14,1,0,1,0,0,0,126,63,1,1,0,1,2,0,0,539,0.5207729468599034
2009,183,1,8,146,0,2,4,0,1,0,0,1,1,141,62,1,6,0,3,2,3,0,565,0.5842812823164426
2010,164,0,1,92,0,2,3,0,0,0,1,0,2,85,26,1,6,0,0,1,1,0,385,0.41044776119402987
2011,125,1,3,53,2,1,4,3,0,0,0,0,0,59,16,1,8,0,0,2,0,0,278,0.3716577540106952
2012,153,0,2,103,0,4,5,0,0,2,0,0,0,49,21,2,2,0,0,0,0,0,343,0.3983739837398374
2013,186,1,6,121,0,0,3,0,4,0,1,0,1,110,79,0,3,0,0,2,1,0,518,0.5995370370370371
2014,130,1,3,77,0,0,2,0,3,1,0,0,2,94,29,2,3,0,0,2,1,1,351,0.4119718309859155
2015,143,0,5,86,0,4,6,0,2,4,0,0,3,109,59,1,6,0,1,2,1,0,432,0.46153846153846156
2016,187,0,1,128,0,1,2,1,1,4,1,0,4,106,77,0,1,0,0,1,1,0,516,0.4161290322580645
2017,198,1,8,117,0,2,2,0,1,1,0,0,1,148,93,2,0,0,1,0,3,0,578,0.5751243781094527
2018,121,0,1,69,0,1,0,0,2,0,1,0,0,72,98,1,2,0,0,0,0,0,368,0.5500747384155455
2019,174,2,12,155,0,6,0,0,0,0,0,0,1,174,119,2,6,0,0,4,0,0,655,0.6629554655870445
2020,113,1,5,80,0,2,0,1,0,0,0,0,6,101,91,2,0,0,0,1,0,0,403,0.5247395833333334
2021,139,1,2,71,1,0,0,1,0,1,0,0,0,108,113,1,2,0,0,1,1,0,442,0.5862068965517241
2022,138,1,5,81,0,0,0,0,0,2,0,0,1,91,94,0,0,0,0,1,1,1,416,0.5259165613147914
2023,158,1,4,60,0,0,1,0,0,1,1,0,0,97,116,0,0,0,2,0,0,2,443,0.5783289817232375
2024,113,2,1,71,0,0,0,0,0,2,0,0,1,104,79,2,2,0,0,0,0,0,377,0.49933774834437084
2025,190,0,1,75,0,0,0,0,0,1,0,0,1,116,146,1,4,0,0,0,0,0,535,0.5898566703417861
2026,182,1,5,127,1,2,4,0,1,0,0,0,2,100,44,1,3,0,0,0,1,0,474,0.5085836909871244
2027,189,2,6,63,0,1,1,0,0,2,0,0,0,107,47,4,6,0,0,2,4,0,434,0.5070093457943925
2028,134,2,9,117,2,0,2,0,0,6,0,0,4,110,52,4,6,0,0,0,4,0,452,0.5231481481481481
2029,123,0,9,128,0,1,0,0,1,2,3,0,1,97,52,3,1,0,0,1,1,0,423,0.46792035398230086
2030,132,0,1,89,0,1,1,0,0,0,0,0,3,52,42,0,2,0,0,2,3,1,329,0.3912009512485137
2031,260,0,2,157,0,0,2,1,0,1,1,0,0,94,40,4,1,0,0,2,0,1,566,0.4643150123051682
2032,173,1,7,169,0,2,1,0,1,0,0,0,0,114,70,0,5,0,0,1,2,0,546,0.44426362896663957
2033,158,0,6,144,0,0,3,0,0,1,0,0,1,125,70,3,5,1,0,0,2,0,519,0.5200400801603207
2034,202,0,3,127,0,1,1,0,2,1,0,0,3,119,107,0,4,0,0,1,2,0,573,0.4712171052631579
2035,149,0,1,101,0,2,0,0,0,1,2,0,3,139,115,2,4,0,0,0,1,1,521,0.5814732142857143
2036,151,2,8,105,0,2,0,0,1,6,0,0,2,141,182,3,2,0,1,2,3,1,612,0.6747519294377067
2037,123,0,1,53,0,1,1,0,0,4,0,0,3,104,148,1,2,0,0,2,0,2,445,0.577922077922078
2038,198,0,4,55,0,0,2,0,2,1,0,0,0,100,122,2,5,0,0,3,1,0,495,0.5618615209988649
2039,123,0,2,74,0,0,0,0,0,0,0,0,3,78,136,0,2,0,0,0,1,0,419,0.6216617210682492
2040,126,0,0,47,0,1,1,0,1,2,1,0,0,124,110,1,0,1,1,0,2,0,418,0.6066763425253991
2041,144,0,2,36,0,1,1,0,1,0,0,0,1,70,114,0,4,0,1,2,2,2,381,0.5825688073394495
2042,170,0,3,68,1,2,0,0,0,5,0,0,1,129,192,0,3,0,0,2,0,1,577,0.6237837837837837
2043,219,0,7,122,0,1,0,0,0,1,1,0,3,111,120,1,1,0,3,1,2,0,593,0.5381125226860254
2044,135,0,4,57,0,0,0,0,3,0,0,0,0,128,106,2,2,0,0,2,2,0,441,0.5653846153846154
2045,232,1,3,81,0,0,0,1,1,0,0,0,2,83,93,3,3,0,0,4,1,0,508,0.5421558164354322
2046,204,0,9,131,0,2,1,0,0,2,0,0,5,83,55,2,3,0,0,1,2,0,500,0.4716981132075472
2047,160,1,1,165,0,1,2,0,1,1,0,0,1,69,46,1,2,0,0,4,5,0,460,0.4372623574144487
2048,168,0,11,112,0,0,2,0,2,1,0,0,3,80,47,2,3,0,0,4,5,0,440,0.4966139954853273
2049,184,1,6,118,0,1,0,0,1,1,0,0,2,108,76,4,6,0,0,0,0,1,509,0.5538628944504896
2050,119,0,3,159,1,4,1,1,1,1,0,0,0,115,47,1,8,0,0,7,0,0,468,0.4978723404255319
2051,184,0,6,151,0,1,2,0,0,2,1,0,1,205,70,0,6,0,0,3,0,0,632,0.5939849624060151
2052,169,0,3,178,0,1,0,0,0,3,0,0,2,166,61,1,3,0,0,5,1,0,593,0.5842364532019705
2053,196,0,1,188,0,2,1,0,1,2,0,0,0,118,45,1,10,0,0,3,0,0,568,0.47293921731890093
2054,210,0,2,164,0,2,0,0,0,1,0,0,3,130,60,0,3,1,0,9,0,0,585,0.48872180451127817
2055,163,0,5,152,0,0,3,1,0,0,0,0,0,84,38,2,4,0,0,2,2,1,457,0.4892933618843683
2056,218,1,1,187,0,1,4,0,1,1,0,0,0,94,29,4,3,0,0,1,0,0,545,0.41698546289211935
2057,191,1,5,135,0,3,4,4,0,3,0,1,2,94,44,0,1,0,0,2,0,0,490,0.5141657922350472
2058,154,0,7,85,0,3,2,1,0,1,0,0,0,103,32,1,2,0,0,1,2,0,394,0.3411255411255411
2059,204,2,3,119,0,6,0,0,2,1,0,0,5,133,24,1,3,0,0,1,0,0,504,0.43940714908456846
2060,241,0,4,92,0,0,4,0,0,0,0,0,3,121,34,0,7,0,0,3,0,0,509,0.46105072463768115
2061,211,1,8,150,0,3,0,0,1,3,0,0,3,109,52,1,4,0,0,2,0,0,548,0.5055350553505535
2062,193,1,1,123,0,0,0,0,1,0,0,0,2,87,43,3,5,0,0,0,0,0,459,0.5145739910313901
2063,142,1,9,163,0,2,1,1,0,0,0,0,0,103,52,0,4,0,0,1,0,0,479,0.3832
2064,108,0,2,67,0,0,1,0,1,0,0,0,0,37,24,1,0,0,0,3,0,0,244,0.5907990314769975
2065,267,0,2,81,0,1,0,0,1,1,0,0,0,69,41,1,0,0,0,0,0,0,464,0.5420560747663551
2066,161,0,7,93,0,2,2,0,0,1,0,0,0,80,41,1,0,0,1,0,0,0,389,0.41164021164021164
2067,309,0,7,111,0,0,0,0,0,1,1,0,0,106,86,0,1,0,0,0,0,1,623,0.5455341506129597
2068,203,0,2,96,1,1,1,1,1,1,0,0,1,121,41,0,0,0,0,1,1,0,472,0.4283121597096189
2069,185,1,1,81,0,1,2,0,1,0,0,0,0,108,44,3,0,1,3,1,0,0,432,0.465016146393972
2070,216,1,5,105,0,3,5,0,0,1,1,0,0,124,56,3,1,0,1,1,0,0,523,0.4720216606498195
2071,224,2,5,143,0,1,1,0,2,0,0,3,0,108,67,2,0,0,0,0,0,0,558,0.5319351763584366
2072,257,2,2,108,0,1,0,0,0,0,0,0,0,121,58,0,0,0,0,2,4,0,555,0.5617408906882592
2073,201,0,2,96,0,0,5,1,1,2,0,0,1,96,81,0,1,0,2,2,0,1,492,0.39773645917542444
2074,247,2,6,118,0,0,0,0,0,0,0,0,3,94,72,1,3,0,0,1,1,0,548,0.40087783467446964
2075,214,1,1,97,0,0,0,0,2,2,0,0,1,71,61,1,3,0,0,0,0,0,454,0.3752066115702479
2076,248,2,2,203,0,3,2,0,3,3,0,0,0,117,65,5,6,0,0,0,1,0,660,0.6483300589390962
2077,249,2,3,165,0,0,1,0,0,0,0,0,0,110,53,2,1,0,0,1,2,1,590,0.4686258935663225
2078,164,1,3,162,0,3,6,0,0,0,0,0,0,132,53,3,1,0,0,4,2,0,534,0.44389027431421446
2079,217,0,4,180,2,2,3,0,1,0,0,0,1,115,71,1,1,0,0,1,1,1,601,0.5110544217687075
2080,209,2,2,137,0,0,0,0,2,0,0,0,0,93,45,4,0,0,0,0,1,0,495,0.3963170536429143
2081,257,2,4,199,0,0,2,0,2,0,0,0,0,121,58,1,1,0,1,1,1,0,650,0.5138339920948617
2082,189,0,3,157,0,5,2,0,1,5,0,0,0,99,59,4,3,0,0,0,1,1,529,0.40075757575757576
2083,231,1,5,165,0,5,1,0,1,1,0,0,1,119,52,4,1,0,0,1,0,0,588,0.48236259228876127
2084,232,0,7,204,1,1,2,0,1,1,0,0,1,149,69,1,4,0,0,1,0,0,674,0.5208655332302936
2085,216,2,3,171,0,0,0,0,0,0,0,0,0,74,43,0,0,0,0,0,0,0,509,0.4091639871382637
2086,178,0,6,155,0,1,0,1,2,0,0,1,0,106,66,2,3,0,0,0,0,0,521,0.5349075975359343
2087,172,2,3,113,0,1,1,0,0,2,0,0,0,96,40,2,0,0,0,0,0,0,432,0.5294117647058824
2088,123,0,3,151,0,0,0,0,1,0,0,0,1,133,42,4,2,0,0,0,1,0,461,0.4747682801235839
2089,182,0,0,129,0,1,0,0,0,0,0,1,0,129,40,0,0,0,0,0,0,0,482,0.5397536394176932
2090,197,0,3,98,0,2,1,0,0,0,0,1,0,103,76,2,1,1,1,0,1,0,487,0.5540386803185438
2091,166,0,3,95,0,2,1,0,1,2,0,0,1,105,55,1,2,0,0,3,0,0,437,0.54625
2092,156,2,4,110,0,1,2,0,0,0,0,0,1,131,37,1,0,0,0,0,0,4,449,0.5050618672665916
2093,192,1,1,96,0,2,3,1,1,2,0,0,0,87,47,3,1,0,1,0,1,1,440,0.532043530834341
2094,148,1,3,131,0,1,2,0,0,2,1,0,2,84,48,2,8,0,0,0,2,0,435,0.5471698113207547
2095,210,1,0,136,0,0,0,0,0,0,0,0,0,143,65,0,3,0,0,0,0,0,558,0.5454545454545454
2096,209,1,4,154,1,0,2,0,0,2,0,0,0,130,32,1,2,0,0,0,1,0,539,0.5299901671583087
2097,146,0,4,40,0,0,0,1,1,0,0,0,0,60,34,0,1,1,0,0,0,0,288,0.5052631578947369
2098,165,1,5,83,0,1,0,0,0,0,0,0,0,75,40,1,2,0,0,3,0,0,376,0.5244072524407253
2099,187,0,0,146,0,1,0,0,0,0,0,0,0,100,53,3,1,0,0,2,0,0,493,0.4910358565737052
2100,182,1,3,147,0,4,1,0,1,0,0,0,1,68,26,2,0,0,0,2,0,0,438,0.5277108433734939
2101,211,0,1,105,0,0,1,0,2,0,0,0,0,53,36,4,3,0,0,8,0,0,424,0.4638949671772429
2102,229,2,1,124,0,1,0,0,0,0,2,0,2,72,29,2,0,0,0,35,0,1,500,0.42016806722689076
2103,111,0,0,24,0,1,0,0,0,0,0,0,0,106,147,0,3,0,0,0,0,1,393,0.5458333333333333
2104,162,1,3,119,0,1,0,0,0,3,0,0,1,89,53,1,4,0,0,2,0,0,439,0.4616193480546793
2105,103,0,0,25,0,0,0,0,0,0,0,0,1,105,159,1,0,0,1,0,1,1,397,0.49937106918238994
2106,97,1,0,28,0,2,1,0,0,0,0,0,0,79,148,0,0,0,0,0,0,1,357,0.4843962008141113
2107,104,1,1,21,0,0,1,0,0,1,0,0,0,60,168,2,3,0,0,0,0,6,368,0.5175808720112518
2108,60,0,0,12,0,0,0,0,0,0,0,0,0,73,106,0,0,0,0,0,0,0,251,0.5262054507337526
2109,131,0,3,22,1,0,1,1,0,0,0,0,0,108,214,0,0,0,0,0,0,4,485,0.48940464177598386
2110,194,1,0,105,0,0,2,1,3,1,0,0,0,74,32,0,3,0,0,1,0,0,417,0.4426751592356688
2111,161,0,3,33,0,0,0,0,0,1,3,0,1,122,234,2,0,0,0,1,1,2,564,0.5518590998043053
2112,125,0,0,30,1,0,0,1,0,0,0,0,1,96,202,0,1,0,1,0,1,2,461,0.5481569560047562
2113,106,0,2,17,0,0,0,0,0,1,0,0,0,77,140,1,0,0,0,0,0,0,344,0.49142857142857144
2114,71,0,3,40,0,0,0,0,0,1,0,0,1,131,156,2,3,0,0,0,0,1,409,0.6113602391629297
2115,90,0,1,27,0,0,1,0,1,6,0,1,0,123,189,1,0,0,1,0,0,0,441,0.5856573705179283
2116,76,0,0,26,0,1,1,0,0,3,0,0,0,104,133,0,1,0,0,1,0,1,347,0.5073099415204678
2117,84,0,5,40,0,0,0,0,0,1,0,0,2,85,117,0,0,0,0,0,0,0,334,0.536115569823435
2118,66,0,1,37,0,0,0,0,0,3,0,0,0,74,106,0,3,0,0,1,0,1,292,0.5087108013937283
2119,105,1,0,35,0,0,1,0,0,3,0,0,0,101,155,5,4,0,0,0,1,1,412,0.5309278350515464
2120,95,0,2,15,0,1,0,1,0,2,0,0,0,87,113,1,0,0,2,1,0,0,320,0.5387205387205387
2121,128,0,2,28,2,3,0,0,0,6,0,0,2,134,171,1,1,0,1,0,0,0,479,0.6220779220779221
2122,130,0,1,29,0,0,1,0,1,1,0,0,0,120,175,0,1,0,0,0,0,0,459,0.6177658142664872
2123,76,0,0,35,0,0,0,1,0,1,0,0,0,142,151,0,1,0,0,0,1,1,409,0.6292307692307693
2124,108,0,0,17,0,0,0,1,0,2,0,0,1,100,208,1,0,0,0,0,1,1,440,0.6197183098591549
2125,132,0,1,32,0,0,1,0,0,1,0,0,0,152,234,2,2,0,0,1,0,0,558,0.6399082568807339
2126,153,0,3,29,0,0,0,0,0,0,0,0,0,141,156,0,0,0,0,0,0,0,482,0.6435246995994659
2127,140,0,1,44,0,1,1,1,0,10,0,0,1,138,174,1,0,0,1,1,0,0,514,0.5698447893569845
2128,158,0,2,36,0,0,0,0,0,0,0,0,1,136,179,1,3,0,0,0,0,1,517,0.5802469135802469
2129,155,2,1,54,0,0,0,0,0,1,0,0,2,164,199,0,4,0,0,1,0,0,583,0.6449115044247787
2130,102,0,4,35,0,0,1,0,2,4,0,0,1,109,149,0,4,0,0,0,0,0,411,0.5591836734693878
2131,131,1,0,51,0,0,0,1,1,1,0,0,0,154,167,0,4,0,0,1,3,1,516,0.607773851590106
2132,95,1,1,29,1,2,1,1,1,1,0,0,0,82,124,1,1,0,0,0,2,0,343,0.5104166666666666
2133,122,0,6,41,1,2,0,0,1,0,0,0,0,115,128,3,4,0,0,0,1,2,426,0.5071428571428571
2134,133,1,2,58,0,0,0,0,0,0,0,0,1,104,82,0,1,0,0,1,0,0,383,0.5607613469985359
2135,90,0,2,37,1,0,3,1,0,1,0,0,1,93,79,0,0,2,0,1,0,0,311,0.5174708818635607
2136,125,0,0,33,0,0,0,0,0,0,0,0,0,117,232,0,0,0,0,0,0,0,507,0.6508344030808729
2137,134,2,0,48,0,0,2,0,1,3,0,0,0,173,233,0,5,0,0,1,0,0,602,0.596039603960396
2138,108,0,1,40,0,0,0,0,0,1,0,0,0,149,195,0,1,0,0,0,1,1,497,0.5812865497076023
2139,114,1,2,43,0,1,1,0,0,5,1,0,0,172,153,1,2,0,0,0,1,1,498,0.565266742338252
2140,109,2,1,50,0,1,2,1,1,8,0,0,0,157,154,4,1,0,0,0,0,0,491,0.5407488986784141
2141,106,3,3,47,0,0,1,0,0,5,0,0,0,147,133,0,2,1,2,0,1,0,451,0.5195852534562212
2142,123,1,0,59,0,0,0,1,0,2,0,0,2,163,157,1,2,2,1,0,0,0,514,0.6606683804627249
2143,84,0,2,63,1,1,1,1,1,3,0,1,0,155,163,0,3,0,0,0,0,0,479,0.5920889987639061
2144,83,0,1,51,0,0,0,0,1,0,0,1,2,198,179,3,3,0,1,2,0,0,525,0.6176470588235294
2145,125,0,3,35,0,1,0,0,1,0,0,0,1,113,134,0,2,0,0,0,1,0,416,0.6293494704992436
2146,144,0,1,46,0,0,1,0,1,0,3,0,0,177,185,1,1,0,0,0,1,0,561,0.6282194848824189
2147,125,0,5,65,1,1,2,0,1,1,0,0,1,121,111,0,5,1,1,1,0,0,442,0.5331724969843185
2148,89,0,6,59,0,2,0,0,0,3,0,0,2,117,93,2,3,0,0,1,0,0,377,0.6180327868852459
2149,117,0,4,63,0,2,1,0,0,0,0,0,2,135,131,1,6,0,0,0,1,0,463,0.589058524173028
2150,141,1,3,28,0,0,0,1,1,0,0,1,0,71,194,0,1,0,0,0,1,1,444,0.746218487394958
2151,154,0,0,34,0,0,0,0,0,2,1,0,0,98,203,0,2,0,0,0,0,2,496,0.5548098434004475
2152,141,1,0,23,0,0,2,0,0,3,1,0,0,94,229,0,2,0,0,2,1,0,499,0.62531328320802
2153,149,2,4,32,0,0,1,2,0,1,0,0,0,99,274,0,0,0,0,0,3,1,568,0.6367713004484304
2154,155,10,0,20,0,0,0,0,0,0,0,0,0,93,204,1,0,0,0,0,0,0,483,0.6571428571428571
2155,145,0,1,28,0,1,0,0,0,1,1,1,1,119,193,2,0,0,1,0,2,3,499,0.6206467661691543
2156,119,0,0,26,0,0,1,0,0,0,1,0,0,89,141,2,0,0,0,0,0,1,380,0.5428571428571428
2157,121,0,0,39,0,1,1,0,0,1,0,0,2,115,278,0,4,0,0,0,0,1,563,0.6592505854800936
2158,115,0,4,25,0,0,8,0,0,0,0,0,0,124,226,2,2,0,0,3,0,6,515,0.6723237597911227
2159,124,0,2,18,0,0,0,0,0,1,0,0,0,99,272,0,4,0,0,0,1,3,524,0.6336154776299879
2160,164,0,2,21,0,2,1,0,0,0,0,0,0,108,222,0,0,0,0,0,1,0,521,0.5620280474649406
2161,136,0,0,25,0,0,1,0,0,2,0,0,0,93,268,1,1,0,1,0,0,0,528,0.567741935483871
2162,175,0,1,24,1,1,2,0,1,1,0,0,0,106,278,0,2,0,0,0,1,1,594,0.5881188118811881
2163,147,0,1,11,0,0,0,0,0,1,0,0,1,121,267,0,0,0,0,0,1,0,550,0.5997818974918212
2164,155,0,0,39,0,1,0,0,0,0,0,0,0,115,320,0,1,0,1,0,0,1,633,0.6230314960629921
2165,135,0,2,32,0,0,0,0,0,0,0,0,0,116,240,1,0,0,0,0,0,0,526,0.6247030878859857
2166,156,0,2,32,0,0,0,2,1,0,0,0,0,103,280,1,3,0,0,5,1,0,586,0.6301075268817204
2167,175,0,1,19,0,0,0,0,0,2,0,0,0,83,292,1,0,0,0,0,1,1,575,0.6143162393162394
2168,152,1,3,30,0,0,0,0,2,2,0,0,2,116,298,0,3,0,0,0,0,2,611,0.6391213389121339
2169,207,0,1,15,0,0,2,0,1,1,0,0,0,82,329,0,0,0,1,0,0,2,641,0.6145733461169702
2170,122,0,1,23,0,0,0,0,0,0,0,0,0,83,243,0,1,0,0,0,0,5,478,0.6248366013071895
2171,141,1,3,28,0,0,0,1,1,0,0,1,0,71,194,0,1,0,0,0,1,1,444,0.5842105263157895
2172,136,6,1,15,0,0,1,0,1,0,0,0,0,151,290,0,3,1,2,0,1,4,612,0.6213197969543147
2173,93,0,2,27,0,1,0,0,0,2,0,1,1,145,222,1,2,0,1,0,0,0,498,0.5804195804195804
2174,143,0,0,36,0,0,0,0,0,0,0,0,0,134,249,0,0,0,0,0,0,0,562,0.5915789473684211
2175,110,0,1,29,0,1,1,0,0,3,0,0,0,120,136,0,5,0,2,0,0,0,408,0.6248085758039816
2176,123,0,2,40,0,1,0,0,0,2,0,0,1,130,183,0,1,0,0,0,0,0,483,0.6075471698113207
2177,115,0,4,43,0,0,3,1,0,3,0,1,0,190,328,0,4,0,0,0,0,1,693,0.8124267291910903
2178,85,0,7,47,0,0,0,0,1,7,0,0,0,168,220,1,1,0,0,1,1,0,539,0.6501809408926418
2179,78,0,0,42,0,1,2,0,0,3,0,0,0,134,145,1,3,0,0,0,0,0,409,0.5868005738880918
2180,112,0,5,30,0,0,1,0,0,1,0,0,0,128,162,0,4,0,1,0,0,1,445,0.5741935483870968
2181,99,1,1,49,0,0,1,0,0,1,0,0,0,145,181,1,4,0,0,0,0,2,485,0.6123737373737373
2182,93,0,0,48,1,0,1,0,0,1,1,0,0,135,159,0,0,0,0,0,1,0,440,0.5812417437252312
2183,112,2,1,63,0,0,0,0,0,1,0,0,0,157,128,3,2,0,0,1,2,3,475,0.5893300248138957
2184,128,2,1,45,0,1,1,0,0,1,1,0,1,174,154,1,3,0,0,0,0,2,515,0.6182472989195679
2185,154,1,1,121,0,1,3,1,0,1,0,0,0,109,62,2,2,0,0,4,0,1,463,0.5167410714285714
2186,125,1,0,44,0,2,0,0,1,2,0,1,3,179,166,1,4,0,0,1,0,0,530,0.6002265005662514
2187,110,0,3,48,0,0,0,0,2,0,0,0,0,176,161,1,1,0,0,1,2,0,505,0.5955188679245284
2188,165,0,4,103,0,0,3,1,1,1,0,0,4,82,43,0,0,0,0,2,2,0,411,0.47735191637630664
2189,152,0,1,50,0,2,3,0,0,1,1,0,0,163,132,4,3,0,0,0,0,0,512,0.6124401913875598
2190,130,1,8,61,0,3,0,0,1,1,0,0,0,161,164,2,2,0,0,2,0,0,536,0.6239813736903376
2191,129,1,0,57,0,0,0,0,0,5,0,0,0,195,125,1,2,0,0,1,0,0,516,0.5830508474576271
2192,83,0,0,42,0,0,1,0,0,4,0,0,0,132,138,2,8,0,0,0,0,0,410,0.5985401459854015
2193,91,0,1,40,1,1,1,0,0,2,0,0,0,113,191,2,3,0,0,0,1,0,447,0.6544655929721815
2194,99,1,3,25,0,2,0,0,0,2,1,1,0,129,119,0,3,0,1,0,0,0,386,0.6245954692556634
2195,87,0,3,32,0,0,0,0,0,1,0,0,1,149,166,1,5,0,0,0,0,0,445,0.6553755522827688
2196,116,1,1,41,0,0,0,0,1,0,0,0,1,173,137,0,4,0,0,1,0,0,476,0.675177304964539
2197,81,0,1,46,0,0,0,1,1,2,0,0,1,140,141,2,1,0,0,0,1,0,418,0.6102189781021898
