SEZIONE,ENRICO MICHETTI,ROSARIO TREFILETTI,LUCA TEODORI,VIRGINIA RAGGI,FRANCESCO GRISOLIA,CRISTINA CIRILLO,FABRIZIO MARRAZZO,MARGHERITA CORRADO,GIAN LUCA GISMONDI,PAOLO BERDINI,GIUSEPPE CIRILLO,PAOLO ORONZO MAGLI,FABIOLA CENCIOTTI,ROBERTO GUALTIERI,CARLO CALENDA,MICAELA QUINTAVALLE,ELISABETTA CANITANO,CARLO PRIOLO,SERGIO IACOMONI,MONICA LOZZI,GILBERTO TROMBETTA,ANDREA BERNAUDO,TOTALE,AFFLUENZA
1323,81,3,0,70,0,2,0,0,0,2,0,0,0,97,51,1,1,0,0,0,0,0,308,0.4975767366720517
1324,89,0,3,59,0,1,2,0,0,5,0,0,0,67,41,1,3,1,0,0,0,0,272,0.47304347826086957
1325,115,0,5,94,0,1,4,0,0,1,0,0,1,115,70,0,2,0,1,0,0,0,409,0.5826210826210826
1326,115,6,4,63,0,2,2,0,1,3,0,1,0,106,50,2,3,0,0,1,1,0,360,0.4712041884816754
1327,116,0,3,77,0,1,1,0,0,3,0,0,0,105,56,1,0,0,0,1,0,0,364,0.5237410071942447
1328,143,1,2,71,0,4,0,0,0,1,0,0,0,130,71,1,1,0,0,3,0,0,428,0.5653896961690885
1329,104,0,0,53,0,0,2,0,0,0,1,0,0,82,46,3,2,0,0,0,0,0,293,0.490787269681742
1330,85,2,5,57,0,0,1,0,0,2,0,0,1,76,48,1,2,0,0,7,0,0,287,0.4880952380952381
1331,127,0,2,92,0,3,1,0,2,1,0,0,0,114,50,2,0,0,0,2,0,0,396,0.48175182481751827
1332,128,0,7,73,0,2,0,1,1,1,0,0,0,125,70,1,2,0,0,0,2,0,413,0.5067484662576687
1333,87,0,1,50,0,5,0,0,0,1,0,0,0,49,35,0,1,0,0,0,0,0,229,0.4663951120162933
1334,109,1,4,74,0,1,1,0,0,1,0,0,0,95,48,5,5,0,0,0,0,0,344,0.5593495934959349
1335,81,0,0,42,0,1,0,0,0,1,0,0,1,101,44,2,2,0,0,0,3,0,278,0.4843205574912892
1336,91,0,1,70,0,1,1,0,2,0,0,0,2,91,58,0,1,0,0,1,0,0,319,0.47050147492625366
1337,108,0,0,74,0,2,2,0,0,2,2,0,0,100,62,0,0,0,0,2,0,1,355,0.5251479289940828
1338,146,1,6,81,0,2,1,1,1,0,0,0,0,112,50,2,1,0,0,0,0,1,405,0.52734375
1339,138,1,2,77,0,3,2,0,1,2,0,0,0,111,49,0,2,0,0,2,0,1,391,0.4762484774665043
1340,63,0,3,41,0,3,0,0,2,0,0,0,0,75,38,2,2,0,0,0,0,0,229,0.4663951120162933
1341,78,0,0,45,0,4,1,0,1,0,0,0,0,82,26,5,2,0,3,0,1,0,248,0.42758620689655175
1342,141,1,0,56,0,1,2,0,0,1,0,0,0,66,32,3,1,0,0,1,0,0,305,0.45319465081723626
1343,99,0,3,74,0,1,2,0,1,2,0,0,1,95,49,1,1,0,0,0,0,0,329,0.4954819277108434
1344,107,0,3,80,0,3,0,0,1,2,0,0,0,60,27,6,1,0,0,0,1,0,291,0.42857142857142855
1345,106,1,2,66,0,0,1,0,0,0,0,0,0,74,26,0,3,0,0,0,0,0,279,0.34658385093167704
1346,155,1,11,76,0,1,2,0,0,2,1,0,0,121,44,0,3,0,0,2,0,1,420,0.498812351543943
1347,121,0,0,79,0,3,0,0,1,0,0,0,1,87,29,1,0,0,1,2,3,1,329,0.41964285714285715
1348,157,0,1,97,0,1,2,0,0,4,0,0,1,113,58,1,3,0,0,2,0,0,440,0.49052396878483834
1349,147,0,2,93,0,2,1,0,0,2,0,0,0,93,40,0,4,0,3,1,0,0,388,0.5065274151436031
1350,151,2,3,122,0,3,1,1,4,2,0,0,1,104,49,2,1,0,1,1,0,1,449,0.4843581445523193
1351,144,5,2,85,0,2,3,0,2,3,0,0,0,72,28,1,1,0,1,2,0,0,351,0.44040150564617314
1352,83,0,5,56,1,3,0,0,0,1,0,0,0,75,26,4,0,0,0,0,0,0,254,0.4096774193548387
1353,120,1,0,55,0,1,1,0,1,0,0,0,2,47,26,0,2,0,0,0,0,0,256,0.3683453237410072
1354,93,0,2,69,0,1,1,0,0,3,0,0,1,100,58,2,4,0,0,2,1,1,338,0.5504885993485342
1355,110,0,3,58,0,0,1,0,1,1,0,0,2,87,52,3,3,0,0,0,0,1,322,0.4938650306748466
1356,95,1,2,55,0,2,0,0,1,3,0,0,0,97,90,2,3,0,0,0,2,0,353,0.6685606060606061
1357,92,3,4,54,0,0,1,0,1,0,0,0,1,117,71,0,3,1,0,0,0,0,348,0.6094570928196147
1358,120,0,4,85,0,1,0,0,1,3,0,0,0,124,114,1,2,0,2,1,0,1,459,0.6177658142664872
1359,140,0,6,92,1,3,0,0,1,0,0,0,1,120,81,1,1,0,0,3,0,0,450,0.5583126550868487
1360,145,0,2,79,0,0,1,0,2,3,0,0,0,147,74,1,2,0,0,0,0,0,456,0.5808917197452229
1361,120,0,3,76,1,2,1,1,0,4,6,0,0,140,88,0,3,0,0,0,0,0,445,0.6206415620641562
1362,103,1,0,93,1,1,1,0,0,1,0,0,0,164,90,0,2,0,0,1,1,0,459,0.5543478260869565
1363,122,0,0,61,0,1,1,0,0,2,0,0,1,138,75,1,1,0,0,0,0,0,403,0.5380507343124166
1364,107,1,6,58,1,1,0,0,0,2,0,0,0,82,50,1,2,0,0,0,0,0,311,0.5218120805369127
1365,80,0,2,71,0,0,0,0,0,0,1,0,1,118,54,1,1,0,0,0,0,0,329,0.5701906412478336
1366,103,0,3,92,0,5,0,0,0,0,0,0,2,121,56,1,3,0,0,0,1,0,387,0.5568345323741007
1367,132,2,0,76,0,2,3,0,0,0,0,0,0,130,89,2,5,0,0,0,0,0,441,0.5919463087248322
1368,146,0,4,72,0,2,1,1,1,0,0,0,0,121,94,4,1,0,0,1,0,0,448,0.5989304812834224
1369,124,0,7,89,0,1,2,0,0,6,0,0,0,138,88,3,2,0,0,0,0,0,460,0.5800756620428752
1370,100,0,3,76,1,2,5,0,0,1,0,0,0,133,81,1,8,0,1,0,0,0,412,0.5786516853932584
1371,118,0,5,62,0,0,1,0,1,2,1,0,4,125,83,3,4,0,0,0,0,0,409,0.5497311827956989
1372,133,0,1,83,0,1,1,0,0,2,0,0,0,171,74,0,4,0,0,1,0,0,471,0.595448798988622
1373,192,0,5,73,0,2,1,1,0,3,0,0,0,157,96,0,1,0,1,1,0,0,533,0.6077537058152793
1374,172,1,4,79,0,2,0,0,1,0,0,0,1,176,130,2,2,0,0,1,2,0,573,0.6050686378035903
1375,131,0,2,62,0,1,1,1,0,2,0,0,0,186,157,4,4,0,3,1,1,0,556,0.6626936829558999
1376,118,0,0,78,0,0,0,0,1,3,0,0,2,145,146,0,3,0,0,1,1,0,498,0.6392811296534018
1377,118,0,1,83,1,1,2,0,3,1,1,0,1,187,108,0,4,0,1,0,0,0,512,0.5601750547045952
1378,101,0,1,58,0,0,2,2,0,1,0,0,0,130,88,3,7,0,0,0,0,0,393,0.563845050215208
1379,113,0,6,82,0,1,1,1,0,3,0,2,0,131,98,0,2,0,1,0,2,0,443,0.576072821846554
1380,138,0,0,54,1,0,0,1,1,2,0,0,1,123,112,1,0,0,0,1,2,0,437,0.6287769784172662
1381,139,0,3,49,1,1,0,0,0,0,0,0,0,118,122,0,0,0,0,1,0,0,434,0.6262626262626263
1382,113,0,2,68,0,3,0,0,0,0,0,0,2,107,58,3,0,0,1,0,0,0,357,0.5257731958762887
1383,95,0,2,29,1,2,1,0,0,1,0,0,0,174,118,1,6,0,0,0,0,0,430,0.5282555282555282
1384,49,0,2,30,0,0,1,0,0,3,0,0,1,122,135,1,5,0,0,0,1,0,350,0.5843071786310517
1385,68,0,0,37,0,1,3,0,0,6,0,0,0,121,105,0,0,0,0,0,0,0,341,0.5456
1386,110,3,2,72,1,1,4,0,0,1,0,0,1,138,106,1,3,0,0,0,1,1,445,0.5433455433455433
1387,92,0,3,46,0,1,1,0,0,2,0,0,1,142,108,3,2,0,1,1,0,0,403,0.5012437810945274
1388,83,0,0,60,0,0,1,0,0,0,1,1,1,113,98,1,4,0,0,0,0,1,364,0.5141242937853108
1389,77,0,0,54,0,2,2,0,0,10,2,0,2,112,96,0,4,0,0,0,0,0,361,0.5444947209653092
1390,71,0,3,62,0,0,0,0,0,3,0,1,0,174,118,4,3,0,0,1,1,0,441,0.6246458923512748
1391,91,0,4,61,0,2,0,0,0,4,0,0,0,217,132,0,13,1,0,1,0,0,526,0.5916760404949382
1392,62,1,9,39,0,0,3,0,0,3,0,1,0,232,149,0,3,0,0,1,0,0,503,0.6566579634464752
1393,93,0,3,67,0,1,1,1,0,3,0,0,0,206,152,0,3,0,0,0,0,0,530,0.678617157490397
1394,74,1,2,49,0,2,4,2,1,2,1,0,0,200,153,3,3,0,0,0,0,0,497,0.6098159509202454
1395,92,0,4,55,0,2,0,0,0,2,0,0,193,148,2,4,0,0,0,0,0,0,502,0.6587926509186351
1396,64,0,2,47,0,1,2,0,0,0,0,0,0,137,132,0,1,0,0,1,0,0,387,0.6201923076923077
1397,115,0,4,75,0,1,2,0,1,3,0,0,0,161,153,1,5,0,0,0,1,0,522,0.5958904109589042
1398,64,0,1,51,0,3,2,0,0,1,0,0,0,227,153,1,6,0,2,1,0,0,512,0.6305418719211823
1399,99,0,4,67,1,0,0,0,0,0,0,0,0,192,111,3,9,0,1,0,0,0,487,0.5968137254901961
1400,64,0,0,39,0,1,0,0,1,3,0,0,0,144,134,1,0,0,1,0,3,0,391,0.6147798742138365
1401,146,0,6,52,0,1,0,2,0,4,1,0,1,163,155,7,0,0,0,0,0,0,538,0.6113636363636363
1402,91,0,1,43,1,1,0,1,0,5,0,0,2,240,170,0,3,0,0,1,1,0,560,0.6299212598425197
1403,65,0,2,42,0,1,0,0,0,3,0,0,0,226,126,4,9,0,0,0,2,0,480,0.6442953020134228
1404,108,0,4,57,0,1,0,0,0,5,0,0,0,212,173,4,8,0,0,1,3,2,578,0.6077812828601472
1405,65,0,11,32,0,1,0,1,0,3,0,0,0,210,143,3,9,0,0,1,0,0,479,0.6294349540078844
1406,97,0,3,59,1,2,0,0,0,4,0,0,0,201,129,0,4,0,0,0,0,0,500,0.5988023952095808
1407,62,0,3,44,0,0,1,0,0,1,0,0,0,131,101,1,2,0,0,0,0,0,346,0.6027874564459931
1408,119,0,0,63,0,0,3,1,0,4,0,0,0,137,99,1,2,0,0,0,0,0,429,0.6050775740479548
1409,107,1,0,51,1,0,1,0,1,1,0,0,0,176,74,1,3,0,0,0,1,0,418,0.5603217158176944
1410,114,1,3,76,0,2,1,0,0,6,0,0,0,143,89,0,4,0,0,1,0,0,440,0.5231866825208086
1411,65,0,3,40,0,0,1,0,1,2,0,0,0,118,68,2,2,0,1,0,0,0,303,0.543010752688172
1412,128,1,0,67,0,1,0,0,0,0,0,0,0,177,105,2,2,0,1,1,0,0,485,0.5568312284730195
1413,114,0,1,59,0,2,0,0,0,1,0,1,0,124,105,2,6,0,0,1,2,1,419,0.5072639225181598
1414,147,0,2,73,1,1,0,0,0,2,0,0,1,131,110,1,3,0,0,0,0,0,472,0.5798525798525799
1415,74,2,2,29,0,2,0,1,1,0,0,0,0,105,62,2,2,0,0,1,0,0,283,0.4854202401372213
1416,110,2,2,103,1,3,3,0,1,9,1,0,0,147,76,2,3,0,0,0,1,0,464,0.49625668449197863
1417,83,0,4,56,1,1,0,0,1,4,0,0,0,137,99,2,3,0,0,2,2,0,395,0.5749636098981077
1418,111,0,0,57,0,0,0,0,0,0,0,0,0,197,161,0,5,0,0,0,2,0,533,0.5961968680089486
1419,106,1,1,80,0,1,0,0,0,4,1,0,0,153,88,0,12,0,0,1,0,0,448,0.5352449223416965
1420,74,0,2,81,1,0,0,0,1,4,0,0,2,155,97,3,2,0,0,1,0,0,423,0.5307402760351317
1421,61,2,2,53,0,4,0,0,0,0,0,0,1,119,69,2,0,0,0,4,0,0,317,0.5248344370860927
1422,103,1,4,71,0,4,1,1,0,5,0,0,0,191,101,0,3,0,0,1,3,1,490,0.5366922234392114
1423,96,0,4,55,0,0,1,0,1,5,0,0,0,133,79,1,7,0,0,2,0,0,384,0.6223662884927067
1424,117,0,3,69,0,4,1,0,2,4,0,1,0,123,35,1,1,0,0,0,0,0,361,0.4097616345062429
1425,81,0,1,49,0,1,0,0,0,1,0,0,1,164,84,2,6,0,1,1,0,0,392,0.5130890052356021
1426,83,0,0,51,0,2,1,0,0,3,0,0,0,172,105,2,3,0,0,3,1,0,426,0.6635514018691588
1427,84,1,8,50,0,1,1,0,1,7,1,0,0,231,116,1,6,0,1,0,2,0,511,0.6427672955974842
1428,123,0,4,96,1,2,1,0,0,3,0,0,0,169,117,3,6,0,0,0,1,0,526,0.5704989154013015
1429,121,3,2,83,0,1,3,0,0,5,0,0,0,179,121,0,12,0,0,3,2,0,535,0.6414868105515588
1430,96,0,4,65,0,0,1,1,0,2,0,3,0,159,114,0,4,0,1,1,0,0,451,0.5554187192118226
1431,80,0,5,69,0,1,0,0,0,3,0,0,1,187,114,0,5,0,0,0,1,0,466,0.5796019900497512
1432,110,0,6,64,1,3,4,0,1,5,0,0,2,157,90,1,2,0,0,2,1,1,450,0.5421686746987951
1433,48,1,4,58,1,0,1,0,0,4,0,0,0,147,83,0,3,0,0,0,1,0,351,0.612565445026178
1434,90,0,2,76,0,0,0,1,0,4,0,0,0,140,81,0,3,0,1,0,3,0,401,0.5418918918918919
1435,70,2,0,52,0,0,1,2,1,2,0,0,0,140,102,1,6,0,0,0,0,0,379,0.4986842105263158
1436,102,0,5,63,0,1,0,0,1,2,0,1,2,133,78,2,3,0,0,4,0,2,399,0.5946348733233979
1437,113,1,9,86,0,1,0,0,0,3,0,0,0,176,139,1,4,0,0,3,0,1,537,0.5940265486725663
1438,96,0,0,85,0,2,1,0,0,1,0,0,0,180,136,2,2,0,0,1,1,0,507,0.6108433734939759
1439,75,0,4,64,0,0,0,0,1,0,0,0,0,136,150,0,2,0,0,2,0,0,434,0.5856950067476383
1440,109,0,3,69,0,0,1,0,1,0,0,0,0,132,122,3,2,0,0,0,0,0,442,0.6079779917469051
1441,93,1,2,75,1,2,1,0,0,7,2,0,1,140,92,1,6,1,0,0,0,0,425,0.5570117955439057
1442,109,2,4,70,1,2,0,0,1,1,0,0,2,156,100,3,1,0,0,3,1,0,456,0.5868725868725869
1443,102,1,9,74,1,1,0,0,0,2,0,0,0,144,90,3,3,0,0,0,0,0,430,0.5802968960863698
1444,75,1,1,63,0,2,3,0,0,3,0,0,0,141,88,2,7,0,0,0,0,0,386,0.5618631732168851
1445,120,0,8,82,0,2,1,0,1,1,0,0,0,174,125,2,2,0,1,1,1,0,521,0.5967926689576174
1446,155,1,8,96,0,4,0,2,0,2,0,0,1,204,140,1,6,0,0,1,0,1,622,0.6425619834710744
1447,76,0,2,47,0,1,0,0,0,5,0,0,0,118,77,1,1,0,0,1,1,0,330,0.5809859154929577
1448,147,0,3,99,1,2,2,0,0,2,0,0,0,213,111,3,4,0,0,2,0,0,589,0.6272630457933972
1449,81,0,4,71,0,0,0,0,0,0,5,0,0,148,79,3,6,0,0,0,1,0,398,0.6189735614307932
1450,91,0,2,61,1,0,2,1,1,1,0,0,0,98,73,0,0,0,0,1,0,0,332,0.5551839464882943
1451,158,1,5,90,0,1,0,0,0,4,0,1,0,185,134,1,1,0,2,3,2,0,588,0.5987780040733197
1452,142,0,4,72,0,0,2,2,1,3,0,0,0,184,120,3,7,0,2,0,1,0,543,0.6040044493882091
1453,148,0,0,81,1,0,0,0,0,3,0,0,0,199,142,2,4,0,1,0,0,0,581,0.6322089227421109
1454,123,0,1,45,0,1,1,0,0,1,0,0,0,120,114,0,1,0,0,2,0,0,409,0.5997067448680352
1455,163,0,0,74,0,0,0,0,0,1,0,0,1,177,141,0,0,0,0,7,0,0,564,0.6266666666666667
1456,108,4,2,72,1,0,2,0,1,7,0,0,0,112,106,1,2,0,0,0,0,0,418,0.5971428571428572
1457,145,0,6,94,0,1,0,0,2,3,1,0,0,134,101,3,4,0,0,0,0,0,494,0.6301020408163265
1458,146,0,3,95,0,0,2,0,0,0,0,0,1,182,121,0,2,0,1,5,0,0,558,0.621380846325167
1459,176,0,1,77,0,2,0,0,1,1,0,0,1,153,188,3,0,0,0,1,0,0,604,0.6131979695431472
1460,163,0,2,64,0,0,2,1,0,6,2,0,0,122,158,1,3,2,2,1,1,2,532,0.6052332195676906
1461,101,0,1,34,0,0,1,0,0,0,0,0,0,84,76,1,0,0,0,0,0,0,298,0.5590994371482176
1462,138,0,1,69,0,0,0,0,0,2,0,0,0,128,147,4,1,0,0,0,0,0,490,0.6422018348623854
1463,145,1,3,64,0,0,0,0,0,1,0,0,1,130,113,1,1,0,0,0,1,2,463,0.5809284818067754
1464,126,0,3,33,0,0,0,0,1,3,0,0,0,122,186,0,1,0,0,2,1,0,478,0.6897546897546898
1465,147,0,0,55,1,0,0,1,1,2,0,0,0,172,172,1,1,0,0,2,0,1,556,0.6030368763557483
1466,130,1,0,86,0,0,1,0,0,1,0,0,1,185,144,1,3,0,0,1,0,0,554,0.6074561403508771
1467,84,0,2,39,0,0,0,0,0,0,0,0,0,113,125,1,2,0,0,0,0,1,367,0.6327586206896552
1468,128,1,0,91,0,1,0,0,1,1,0,0,0,125,82,2,1,1,0,0,0,1,435,0.5591259640102828
1469,78,0,5,72,1,1,1,2,0,0,0,0,2,111,86,1,0,1,0,0,1,0,362,0.5552147239263804
1470,129,2,3,76,0,2,0,0,0,1,0,0,2,134,65,0,5,0,1,0,0,0,420,0.554089709762533
1471,135,0,4,59,0,0,0,0,1,2,1,1,0,119,76,1,0,0,1,2,0,0,402,0.5303430079155673
1472,121,0,3,72,0,1,1,2,0,0,1,0,3,153,185,1,0,0,1,2,0,0,546,0.660217654171705
1473,122,1,0,71,0,0,1,1,1,1,0,0,2,147,180,1,2,1,0,1,3,0,535,0.6763590391908976
1474,86,0,0,26,0,1,0,0,1,1,0,0,0,124,121,0,1,0,0,0,2,1,364,0.6431095406360424
1475,98,0,2,34,0,0,1,0,0,2,0,0,1,93,137,0,0,0,0,0,0,0,368,0.6258503401360545
1476,101,0,2,69,0,2,2,0,0,3,0,0,1,111,70,1,1,0,0,0,1,0,364,0.5909090909090909
1477,103,1,4,71,0,0,0,0,0,5,0,0,0,130,93,2,3,0,0,1,0,0,413,0.6883333333333334
1478,65,1,2,40,1,1,0,0,0,5,0,0,0,77,96,0,1,0,0,0,0,1,290,0.558766859344894
1479,89,0,2,79,0,0,1,0,0,9,0,0,1,130,78,4,3,0,0,1,0,0,397,0.5745296671490593
1480,119,1,0,94,0,1,0,0,0,3,0,0,1,186,181,2,5,0,0,1,0,0,594,0.6407766990291263
1481,107,0,2,75,0,0,0,0,1,4,0,0,2,190,139,2,1,0,0,0,0,1,524,0.670076726342711
1482,116,0,0,81,0,0,0,0,1,4,0,0,0,149,114,1,3,0,0,1,0,0,470,0.5516431924882629
1483,84,0,3,61,1,4,0,0,0,1,0,0,0,122,20,3,0,0,1,0,5,0,305,0.4433139534883721
1484,92,0,1,92,0,1,1,1,1,4,0,0,1,191,98,4,5,0,1,1,2,0,496,0.5904761904761905
1485,102,1,4,68,0,0,1,0,0,4,0,0,1,146,79,1,2,0,0,5,1,1,416,0.5636856368563685
1486,90,0,3,89,1,1,1,0,0,4,0,0,0,112,40,1,1,0,0,0,2,0,345,0.45634920634920634
1487,106,0,2,52,0,1,0,1,0,1,0,0,2,130,72,4,3,0,0,0,0,1,375,0.6421232876712328
1488,77,1,0,77,0,1,0,0,1,1,0,0,2,132,97,2,5,0,0,1,4,0,401,0.5463215258855586
1489,88,0,3,89,0,2,1,0,0,3,0,0,0,107,72,3,5,0,0,0,1,0,374,0.5590433482810164
1490,112,1,4,85,0,1,1,1,0,6,0,1,1,164,76,2,4,0,0,2,0,0,461,0.5917843388960206
1491,100,1,9,76,0,0,0,0,0,3,0,0,0,139,70,2,2,0,2,0,0,0,404,0.51994851994852
1492,101,0,3,81,0,1,2,1,0,4,0,0,0,141,100,4,2,0,0,0,0,0,440,0.5548549810844893
1493,87,2,2,59,0,0,2,0,0,1,0,0,0,193,143,1,2,0,0,0,5,0,497,0.6166253101736973
1494,78,0,0,69,0,2,1,0,0,1,0,0,4,160,121,1,0,0,0,2,1,0,440,0.6002728512960437
1495,128,1,1,91,0,1,3,0,0,2,0,0,0,170,111,1,3,0,0,0,0,0,512,0.5772266065388951
1496,110,2,7,111,0,0,2,0,1,3,0,1,2,161,80,2,6,0,0,3,1,0,492,0.5707656612529002
1497,105,0,2,112,0,1,3,0,0,7,0,0,0,144,63,2,5,0,0,0,0,0,444,0.556390977443609
1498,122,0,0,85,1,2,0,0,0,3,0,0,0,125,109,0,0,0,0,0,0,0,447,0.571611253196931
1499,126,0,2,79,0,1,0,0,0,3,0,0,0,123,64,1,3,0,0,0,0,0,402,0.548431105047749
1500,109,0,3,101,0,0,1,0,1,4,0,0,2,143,73,3,6,0,0,1,2,0,449,0.5570719602977667
1501,143,1,3,66,0,1,0,0,0,1,1,0,2,90,120,1,1,0,1,0,2,0,433,0.6030640668523677
1502,99,0,6,73,0,0,0,1,0,2,0,0,2,124,74,1,3,0,0,0,0,0,385,0.6025039123630673
1503,86,0,2,46,0,0,0,0,0,2,0,0,1,84,93,0,2,0,0,0,2,0,318,0.6398390342052314
1504,105,0,5,104,0,4,3,0,0,8,0,1,2,132,60,2,3,0,0,2,3,0,434,0.5748344370860927
1505,134,3,4,77,1,0,1,0,0,1,0,0,0,188,140,1,2,0,0,2,0,0,554,0.6603098927294399
1506,166,0,2,134,0,1,0,0,0,1,0,0,1,179,159,1,1,0,0,2,3,0,650,0.6416584402764067
1507,159,1,4,81,0,2,2,0,2,6,0,0,0,185,136,0,0,0,0,1,0,0,579,0.5932377049180327
1508,135,0,0,77,0,3,1,0,0,3,0,0,3,148,162,3,2,0,0,5,2,0,544,0.6499402628434886
1509,181,0,2,75,0,0,1,0,0,0,0,0,1,170,179,1,0,1,0,1,1,0,613,0.8645980253878702
1510,142,0,5,131,0,2,0,0,2,1,0,0,4,205,120,1,3,0,0,0,0,0,616,0.5773195876288659
1511,104,0,5,76,0,1,1,0,0,6,1,0,0,155,120,0,4,0,0,2,1,0,476,0.6263157894736842
1512,123,0,6,50,0,0,0,0,0,1,0,0,1,82,157,0,0,0,0,1,1,1,423,0.618421052631579
1513,120,2,5,104,0,2,1,1,0,2,0,0,0,178,149,1,3,0,2,2,1,1,574,0.6029411764705882
1514,142,0,3,96,0,1,0,0,0,5,0,0,0,150,112,3,0,0,0,0,0,0,512,0.6657997399219766
1515,127,0,0,53,0,0,1,0,0,1,0,0,0,151,171,1,1,1,0,0,1,1,509,0.6147342995169082
1516,119,0,3,62,0,0,0,0,0,1,0,0,0,146,143,2,0,0,0,1,1,0,478,0.5967540574282147
1517,98,0,4,48,0,0,2,0,0,1,0,0,2,112,98,0,2,0,0,0,0,0,367,0.6697080291970803
1518,122,0,1,73,0,0,2,0,0,1,0,0,1,209,239,1,7,0,0,0,1,0,657,0.6872384937238494
1519,103,0,3,70,0,1,0,1,1,4,0,0,1,156,186,1,0,0,0,0,1,0,528,0.5866666666666667
1520,72,2,1,50,0,0,0,0,2,0,1,0,3,121,115,2,2,0,0,2,2,1,376,0.6308724832214765
1521,103,0,5,77,0,0,1,0,1,1,0,0,0,112,134,1,3,0,0,0,1,0,439,0.5853333333333334
1522,62,0,2,45,0,1,1,0,0,0,0,0,1,74,37,0,1,0,0,1,0,0,225,0.5369928400954654
1523,112,0,4,88,0,0,2,0,0,1,0,0,3,166,111,0,1,0,0,0,2,0,490,0.5854241338112306
1524,167,1,3,140,0,3,0,0,1,1,0,0,2,235,122,0,1,0,0,2,0,1,679,0.6783216783216783
1525,128,0,7,115,0,2,0,0,2,3,0,0,3,183,105,3,3,0,0,1,0,0,555,0.598705501618123
1526,142,0,0,79,0,0,0,0,0,0,0,0,0,211,111,0,2,0,0,1,0,0,546,0.6183465458663646
1527,99,1,0,48,0,1,0,0,0,0,0,0,3,135,101,0,0,0,0,1,1,1,391,0.5801186943620178
1528,121,0,4,86,0,0,2,0,0,3,0,0,2,184,123,2,1,0,0,0,1,0,529,0.6194379391100703
1529,100,0,0,68,0,1,0,0,0,2,0,0,0,111,85,0,1,0,0,1,3,0,372,0.6058631921824105
1530,131,0,3,72,1,2,0,2,0,0,0,0,2,163,94,2,1,0,0,1,0,0,474,0.6155844155844156
1531,118,0,0,58,0,2,0,0,0,1,0,0,0,134,69,1,2,0,0,1,0,0,386,0.6564625850340136
1532,98,0,1,60,0,0,3,0,0,3,0,0,1,222,111,2,1,0,0,3,2,0,507,0.6567357512953368
1533,136,0,2,86,0,0,0,0,2,6,0,0,0,225,115,0,0,0,0,1,0,1,574,0.6471251409244645
1534,143,0,6,120,0,1,0,2,0,1,0,0,8,159,154,2,5,0,0,1,1,0,603,0.6340694006309149
1535,102,1,2,75,0,1,0,0,0,5,0,0,1,132,84,1,0,0,1,0,1,0,406,0.5997045790251108
1536,111,0,3,45,0,0,0,0,1,1,0,0,0,58,41,0,0,0,0,0,1,0,261,0.5588865096359743
1537,142,0,0,58,0,1,3,0,2,2,0,0,0,166,100,1,0,1,0,0,0,0,476,0.6485013623978202
1538,134,0,0,92,0,0,1,0,0,6,0,0,0,143,178,0,0,0,0,0,0,0,554,0.6890547263681592
1539,96,0,0,76,0,2,2,0,0,3,0,0,0,135,120,1,1,0,0,0,0,0,436,0.5989010989010989
1540,77,2,2,103,0,0,0,0,1,5,0,1,1,147,135,0,0,0,0,1,1,0,476,0.6574585635359116
1541,124,0,2,79,0,1,2,0,0,2,0,0,0,116,118,0,0,0,0,1,0,0,445,0.6931464174454829
1542,112,0,1,54,0,0,1,0,0,5,0,0,2,140,127,1,1,0,1,2,0,0,447,0.6622222222222223
1543,96,0,0,44,0,0,1,0,0,2,0,0,0,69,131,0,1,0,0,0,0,0,344,0.6552380952380953
1544,112,0,1,94,0,1,0,1,1,0,0,0,0,140,156,1,3,0,0,0,0,0,510,0.6530089628681178
1545,102,0,10,89,0,2,1,1,0,3,0,0,2,174,164,1,10,0,0,0,1,0,560,0.6067172264355363
1546,125,0,2,70,0,1,4,1,2,5,0,0,0,138,155,0,1,0,0,1,1,3,509,0.6525641025641026
1547,93,0,1,62,0,1,0,2,0,4,0,0,0,168,203,1,4,0,0,0,0,0,539,0.6779874213836478
1548,112,1,7,58,2,1,1,0,1,3,0,0,0,148,176,0,1,0,0,1,1,0,513,0.6063829787234043
1549,103,0,0,79,0,1,1,0,1,0,0,0,1,142,113,5,3,0,0,2,2,2,455,0.610738255033557
1550,110,0,1,54,0,1,0,0,0,1,0,0,1,100,86,1,4,0,1,0,1,1,362,0.6114864864864865
1551,90,0,7,73,0,0,0,1,0,1,0,0,0,135,149,0,3,0,1,1,0,4,465,0.6396148555708391
1552,143,0,2,73,0,0,0,1,0,1,0,1,0,126,161,0,1,0,0,1,0,3,513,0.5972060535506403
1553,115,0,5,94,1,2,2,0,0,2,0,0,2,136,138,0,2,0,0,1,2,0,502,0.585081585081585
1554,82,1,2,43,0,0,0,0,0,0,0,0,1,39,29,0,1,0,0,4,0,0,202,0.43628509719222464
1555,84,0,1,36,0,3,0,0,0,1,2,1,0,62,44,0,0,0,0,0,1,0,235,0.3790322580645161
1556,92,0,1,61,0,0,1,0,0,0,0,0,2,49,36,0,2,0,0,2,0,0,246,0.3464788732394366
1557,153,1,9,118,0,2,0,1,1,4,0,0,3,143,110,0,1,0,1,2,1,1,551,0.6392111368909513
1558,148,0,3,141,0,4,1,0,0,5,0,0,0,162,102,3,1,0,0,7,2,0,579,0.5866261398176292
